,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2015 PRICE VAR [%],Class
VRTX,580415000,-0.5211,60987000,519428000,855506000,305409000,1211840000,-692412000,72863000,-731597000,6958000,-4190000,912000,-738555000,0,-738555000,-3.14,-3.14,240521809,235307000,0,0.8949,-1.026,-1.1349,-1.272,-1.0756,-595477000,-658734000,-742745000,-1.2605,-1.2725,633853000,761847000,1395700000,75964000,30848000,1546511000,715812000,68915000,0,0,788168000,2334679000,71194000,32012000,368254000,792935000,824947000,45276000,0,0,870242000,1238496000,917000,-4705450000,1075006000,761847000,-570753000,43999000,265048000,63257000,175382000,-573112000,-51201000,-10000000,143454000,82009000,272464000,274615000,0,549239000,-2176000,55960000,-624313000,0.02,26.3687,28.1749,49.2303,0,0,-49.8576,,,48.162903439779996,0,,26.00401449,-1.134936209,,,0.8949251828433101,1,-1.19296021,-1.272460222,,-0.3899,-0.687,-0.7441,,,-1.134936209,2.3989,25.7991,0.8108483791833601,0.248605911,4.2,3.9963286210062003,1.721238602,-184.6216,47.7708,,44.7711,,0.3533,0.7674,0.42449681226548003,0.434193372,-9.0407,-0.694725843,2.171782297,-2.4356,-2.653,2.6937,0,-0.987417624,,-0.694725843,-17.90303636,-11.19337513,-11.19337513,,2.4666,-3.1387,-2.4356,-2.653,2.6937,4.569,9.629,4.5685,3.5058,28573990909,28003237909,0,49.2303,-49.8576,0,26.3687,28.1749,48.2469,0,-48.8617,-44.8545,-0.0264,-0.0218,0.7674,0.3533,0.9585,4.2,-9.0407,0.7759999999999999,0,0,0.5262,1.474,0.0295,0,0.0882,-0.8094,0.3022,0,-0.7441,-0.3899,0.0108,1178257000,2265764000,308015000,2088604000,80740500,60260500,22497500,47.7708,44.7711,-184.6216,7.1886,2.3989,25.7991,-0.687,-0.2176,-0.5198,-0.2097,-0.1351,-0.6596,-0.5859,-0.5859,0.0462,0.0462,0,-8.447,-4.5713,0.0655,0.3321,-0.2898,0,0,0,0,0,0,0.2605,-0.0631,0.0596,0,0,0,-0.1117,1.1805,0.0067,-0.2424,0.6285,-0.0301,-0.1426,Healthcare,2.242627889066731,1
NKTR,200707000,0.3477,28533000,172174000,147734000,40925000,188659000,-16485000,17869000,-54428000,-512000,0,0,-53916000,0,-53916000,-0.42,-0.42,128441406,126873000,0,0.8578,-0.118,-0.1822,-0.269,-0.7572,-23632000,-36559000,-53916000,-0.2712,-0.2686,37365000,225459000,262824000,3607000,12952000,288200000,70368000,76501000,0,0,153421000,441621000,2703000,4512000,64047000,129139000,133651000,101384000,0,0,341242000,405289000,-1567000,-1786309000,36332000,225459000,-129173000,8817000,56832000,12927000,17017000,-142006000,-9976000,0,-27595000,-37571000,-3536000,163520000,0,152984000,-109000,-26702000,-151982000,0.0649,55.18899999999999,0,9.9191,0,0,-14.0194,,,9.798021494,0,,54.12670648,-0.182151096,,,0.8578375442809699,1,-0.082134654,-0.268630392,,-0.1831,-1.484,-0.0864,,,-0.182151096,3.3089,15.2028,2.852248181,0.45447793469965997,4.5,4.159929427,0.583399691,-165.6846,6.5596,,4.9156,,0.3026,3.6786,0.780432825,0.786260979,-2.0459,-1.062513561,12.15515248,-1.1193,-1.198,0.2945,0,-0.707528885,,-1.062513561,-31.47296099,-14.23476343,-14.23476343,,1.5819999999999999,-0.425,-1.1193,-1.198,0.2945,0.28600000000000003,2.878,0.2864,1.0534,1990841793,1861668793,0,9.9191,-14.0194,0,55.18899999999999,0,9.2756,0,-13.1098,-12.2493,-0.0271,-0.0763,3.6786,0.3026,5.466,4.5,-2.0459,2.6338,0,0,0.2039,0.7361,0.1732,0,0.0497,-0.7717,0.0848,0,-0.0864,-0.1831,-0.0588,224153000,365120000,-117089000,397359000,2918000,5909000,13202000,6.5596,4.9156,-165.6846,68.7824,3.3089,15.2028,-1.484,-0.0786,0.5594,0.7413,0.8628,0.6672,0.7,0.7,0.0963,0.0963,0,-2.6859,-2.5661,0.0083,0.1533,0.3571,0,0,0,0,0,0,-0.2618,-0.2364,-0.4532,0,0,0,0.6182,-0.0372,0.0163,1.3681,-0.0215,-0.2225,0.0097,Healthcare,11.074491079278939,1
A,4048000000,0.0395,2072000000,1976000000,358000000,1199000000,1557000000,419000000,110000000,546000000,-3000000,0,-317000000,549000000,0,549000000,1.65,1.62,333512738,333000000,0.528,0.4881,0.257,0.1621,0.136,0.1334,1040000000,656000000,549000000,0.1349,0.1356,2218000000,0,2218000000,626000000,574000000,5509000000,631000000,3156000000,96000000,0,5306000000,10815000000,302000000,0,1692000000,1663000000,1663000000,260000000,0,0,3819000000,5511000000,-334000000,6469000000,5301000000,96000000,-555000000,2091000000,1390000000,384000000,96000000,731000000,-191000000,-36000000,-3000000,-230000000,90000000,-12000000,-176000000,-117000000,-31000000,353000000,540000000,0.0421,2.484,6.1387,3.2579,23.965,24.3844,18.0408,17.22931067,22.941031147540997,3.111320677,0.013974213970511998,15.841948173076998,2.375896265,0.162055336,0.832317073,1.005494505,0.48814229249012003,1,0.10350790513833999,0.13562253,-0.005494505,0.1234,0.1036,0.0379,1.005494505,0.832317073,0.162055336,2.842,4.9366,6.415213946,0.374294961,3.2560000000000002,1.6808510638298002,1.310874704,-101.1149,56.4452,,27.2307,,0.1538,0.3137,0.23879954049396998,0.23879954049396998,5.9636,0.439567048,2.040181098,2.1952,1.6216,6.6607,0.32,0.180583004,0.7387140902872801,0.439567048,,3.827225131,1.9918256130790002,0.320582878,12.1562,1.6486,2.1952,1.6216,6.6607,15.919,23,15.9189,4.994,13187827389,12632827389,23.965,3.2579,18.0408,24.3844,2.484,6.1387,3.1208,12.1469,17.2816,23.3941,0.0417,0.0409,0.3137,0.1538,-0.5337,3.2560000000000002,5.9636,1.3315,0.0134,0.32,0.2962,0.0884,0.2918,0.2613,0.0472,-0.4974,0.0237,24.3103,0.0379,0.1234,-0.0002,3817000000,7659000000,-2000000,5412000000,762500000,367000000,820000000,56.4452,27.2307,-101.1149,5.3089,2.842,4.9366,0.1036,-0.5736,0.0362,-0.2783,0.0855,-0.252,-0.2326,-0.2394,-0.0235,-0.0203,0.1478,-0.3655,-0.4369,0.0257,-0.0126,-0.1393,0.047,0.1323,-0.1544,0.0799,0,-0.1732,0.0798,0.1706,0.0864,0,0,0,-0.3037,-0.4615,0.0121,0.027000000000000003,-0.3838,0.0623,0.0127,Healthcare,4.179245535338459,1
MNK,1712300000,-0.1673,890000000,884600000,157900000,495900000,841200000,43400000,82600000,106300000,47500000,0,-50600000,58800000,0,58800000,1.02,1.02,57697184,57700000,0,0.4802,0.155,0.0735,0.034,-0.007,265400000,-249300000,58800000,0.0621,0.0343,707800000,0,707800000,476600000,306400000,2071000000,886800000,9484100000,0,171100000,2171700000,12787300000,110700000,21200000,904800000,3874000000,919800000,0,463200000,0,1700800000,7829300000,108500000,-285800000,4958000000,0,3187400000,580200000,772900000,275900000,67700000,930500000,-148000000,-2793800000,0,-2299700000,1161600000,-57800000,0,1035800000,-4200000,432300000,245600000,-0.6046,1.1781,0,3.1944,0,23.7826,14.118,5.5808705,88.31632653061199,3.03276295,0,36.83044461,1.047398144,-0.145593646,,0.553151458,0.5166150791333299,1,0.025346025813233995,0.034339776908252004,0.446848542,-0.1555,-0.0644,0.0024,0.553151458,,-0.145593646,4.0316,4.652,1.930875056,0.133906298,2.289,1.309018568,0.7822723253757701,-146.0572,105.4105,,24.4837,,0.3046,0.7856,0.438632246,0.439976506,1.7645,0.238883754,2.5791246470351004,5.7535,3.784,10.905999999999999,0,0.543421129,0.263944116,0.238883754,43.89150943,6.2871621621622005,6.2871621621622005,0,25.4284,-4.9199,5.7535,3.784,10.905999999999999,76.39399999999999,50.897,76.3945,60.0185,5271651810,8459051810,0,3.1944,14.118,23.7826,1.1781,0,5.1258,318.0095,22.6541,34.4424,-0.0547,0.0466,0.7856,0.3046,119.8271,2.289,1.7645,-1.1694,0,0,0.3702,0.0851,0.8117,0.1591,0.0774,-0.4632,0.040999999999999995,0,0.0024,-0.1555,-1.0923,1166200000,3088400000,-9246800000,5585800000,483100000,113750000,284250000,105.4105,24.4837,-146.0572,3.7618,4.0316,4.652,-0.0644,-1.9692,0.0758,-2.9817,-0.4095,-0.5632,-0.5622,-0.5622,0,0.0017,0,1.7476,-1.1075,,,,,,,,,,,,,,,0,0.1891,-0.2399,2.5954,-0.3363,89.1765,0.0958,-0.1011,Healthcare,-23.03011762,0
AZN,26547000000,0.0287,5842000000,20705000000,5579000000,13000000000,18568000000,2137000000,963000000,1246000000,11000000,0,0,1235000000,0,1235000000,0.49,0.49,1257170087,1262000000,1.4,0.7799,0.207,0.0832,0.047,0.299,5491000000,2209000000,1235000000,0.0469,0.0465,6360000000,795000000,7155000000,8344000000,1960000000,16697000000,6010000000,32531000000,561000000,1548000000,41898000000,58595000000,19877000000,2446000000,17330000000,8397000000,10843000000,0,4150000000,0,21619000000,38949000000,0,13029000000,19627000000,1356000000,,,-4993000000,3282000000,0,8792000000,-854000000,-4541000000,34000000,-7032000000,653000000,279000000,-3521000000,-2705000000,-152000000,-2679000000,7938000000,-0.1485,,,1.6665,71.8163,5.5946,25.1217,4.162403844,29.632270931174002,1.378530704,0.096213083,9.352186232015999,1.8645669027360001,0.083210909,0.564056134,0.9911717495987199,0.7799374693939101,1,0.080498738,0.046521264,0.00882825,0.2297,0.0629,0.0366,0.9911717495987199,0.564056134,0.083210909,,13.7229,4.417138103161401,0.45305913473846005,0.963,0.8943450663589201,0.366993653,-122.4581,114.7233,,273.2928,,0.185,0.5525,0.299636026,0.355858221,2.2939,0.810845707,2.9854282366127998,3.4834,6.29,2.5198,2.8569999999999998,0.331186198,0.902866242,0.810845707,3.594439902,10.29508197,2.0096,2.851012146,10.5178,0.4893,3.4834,6.29,2.5198,7.776,10.325999999999999,7.7761,4.296,88164240000,,71.8163,1.6665,25.1217,5.5946,,,,,,,0.0139,0.0291,0.5525,0.185,,0.963,2.2939,7.119,0.0398,2.8569999999999998,0.4897,0.2102,0.5552,0.0971,0.0322,-0.2602,0,,0.0366,0.2297,-0.3662,-633000000,26064000000,-22252000000,13217000000,9045000000,16295500000,1934500000,114.7233,273.2928,-122.4581,2.935,,13.7229,0.0629,-0.3384,0.0078,-0.4128,-0.4243,-0.5196,-0.5196,-0.5196,0.008,0.008,0,0.0084,-0.0134,0.0509,-0.0147,-0.0519,0.0663,-0.0733,-0.0848,-0.0774,-0.2843,-0.4885,0.0609,0.0174,-0.0307,0.1288,0.0602,0.0122,-0.1439,0.0267,0.0482,-0.1616,0.045,0.1572,0.065,Healthcare,6.471921034,1
DHR,12866900000,-0.2962,6017400000,6849500000,769400000,4035100000,4804500000,2045000000,94700000,3045900000,447500000,0,-959700000,2598400000,0,2598400000,3.7,3.63,702691595,702200000,0.4,0.5323,0.3,0.2441,0.20199999999999999,0.2559,3858700000,3140600000,2598400000,0.2367,0.2019,3005600000,0,3005600000,3445800000,1782800000,9431300000,2171900000,22732700000,0,0,27560400000,36991700000,1825000000,71900000,5396400000,3401500000,3473400000,0,0,0,8145500000,13541900000,-1433700000,20323000000,23378100000,0,467800000,1197100000,3499500000,718100000,84700000,3758400000,-465400000,-2839400000,167100000,-3444300000,-102500000,132900000,-227700000,-218200000,-205500000,-109600000,3293000000,-0.0102,1.9593,70.9717,3.5488,17.5624,13.8566,12.1492,11.81588263,17.090830233989998,3.451399582,0.005127361,13.169179588980999,1.899590355,0.244083657,0.969846526,0.853081191,0.5323349058436799,1,0.158934942,0.20194452432210003,0.14691880889064002,0.4186,0.1111,0.0447,0.853081191,0.969846526,0.244083657,-0.59,7.2158,5.924259865,0.34783208125065995,1.7480000000000002,1.195500704,0.5569639018604999,-108.1401,97.7483,,51.7704,,0.0939,0.1486,0.127018327,0.129355902,33.1637,1.082052168,1.582322772,5.3523,4.69,4.2803,0.10800000000000001,0.29209833,0.876170711,1.082052168,52.272600834491996,8.075633863,5.422594142,0.08763085,18.3237,3.7004,5.3523,4.69,4.2803,33.293,20.305999999999997,33.2927,4.9465,45661602535,46129402535,17.5624,3.5488,12.1492,13.8566,1.9593,70.9717,3.5851,11.9546,12.2737,14.0083,0.0569,0.0721,0.1486,0.0939,0.1212,1.7480000000000002,33.1637,1.4464,0.0062,0.10800000000000001,0.3136,0.0598,0.6145,0.1238,0.0362,-0.6481,0.0066,52.5451,0.0447,0.4186,-0.09,4034900000,14259000000,-4110600000,9330400000,3448700000,1801600000,1783150000,97.7483,51.7704,-108.1401,3.7309,-0.59,7.2158,0.1111,-0.6628,-0.2668,-0.1424,-0.3447,-0.0358,-0.0439,-0.0447,0.0089,0.0072,3,0.0483,0.0807,0.0509,0.0225,-0.0834,0.1234,0.1378,0.1128,0.1185,0.1557,0.0483,0.1611,0.1293,0.1002,0.3001,0.4382,0.6441,-0.0017,-0.0004,0.0669,0.0351,-0.0073,-0.3033,-0.2114,Healthcare,9.471593007,1
IMMU,4961997,-0.8484,392722,7513863,28381184,6980589,43094104,-35580241,0,-11337453,44070,-104761,0,-11381523,0,-11381523,-0.15,-0.15,82720783,78040005,0,0.9209,-2.076,-2.2849,-2.294,-1.3089,-10301418,-35418035,-11486284,-2.2849,-2.2937,6961494,34871120,41832614,977719,778989,45384897,1895475,0,0,0,2711743,47486482,6886682,0,7126840,0,0,2780309,0,0,1400728,8627084,161830,-261465638,39349767,34871120,-41832614,1795575,240158,1036035,2265460,-30690388,-378006,0,0,-35069907,0,31608801,0,31277069,79786,8487904,-6495004,0.091,11.3023,11.3023,91.523,0,0,-76.9782,,,57.405520045658996,0,,7.238823504,-7.137859011,,,1.5142820521656999,1,-7.170548672,-2.293738388,,-0.2805,-0.2833,-27.9574,,,-7.137859011,0.2191,6.8614,2.6178118941162998,0.10449283229699001,6.7170000000000005,6.00691653,0.9767995352779101,-957.7391,91.992,,290.6221,,0,0,0,0,0,,1.206779242,-0.0756,-0.083,0.5295,0,-6.18508798,,,,-81.19021391,-81.19021391,,0.0636,-0.1458,-0.0756,-0.083,0.5295,0.515,0.614,0.5149,0,454137098.7,412811098.7,0,91.523,-76.9782,0,11.3023,11.3023,83.1945,0,-69.9732,-63.5583,-0.0273,-0.0143,0,0,4.0117,6.7170000000000005,0,0.5183,0,0,1.4068,5.7197,0,0,0.12,-0.5747,0.4566,0,-27.9574,-0.2805,0.0817,38484435,47486482,36757813,-129822,1114153,5418774,904734.5,91.992,290.6221,-957.7391,4.3156,0.2191,6.8614,-0.2833,-0.0076,0.6444,-2.124,-2.1169,-9.257,-8.5,-8.5,0.0339,0.0245,0,-4.2022,-2.4965,-0.1362,0.0553,-0.5718,0,0,0,0,0,0,-0.0267,0,-0.0166,0,0,0,-0.2182,-0.2441,-0.0092,0.1294,0,0.1701,0.0563,Healthcare,-35.77406279,0
FOLD,1224000,2.3719,0,1224000,47624000,20717000,69825000,-68601000,1484000,-70039000,-1113000,0,0,-68926000,0,-68926000,-0.93,-0.93,79321630,74444157,0,1,-169.091,-56.009,-164.278,-42.4077,-67008000,-68555000,-68926000,-57.2214,-56.3121,24074000,127601000,151675000,0,0,154577000,2811000,11613000,17464000,0,55390000,209967000,27045000,3840000,20185000,10510000,14350000,0,0,0,67604000,87789000,-132000,-447448000,122178000,145065000,-137325000,2902000,-10700000,1547000,6008000,-51669000,-238000,0,-106838000,-107076000,-299000,139478000,0,139179000,0,-19566000,-51907000,0.2081,5.9332,6.5564,539.1797,0,0,-12.7728,,,506.02564235294005,0,,5.069451016,-56.00898693,,,1,1,-56.04656863,-56.3120915,,-0.5024,-0.5641,-1.0221,,,-56.00898693,0,0,0.435432231,0.005829487,7.6579999999999995,7.514243249938099,1.192667823,0,0,,8064.8897,,0.0683,0.1175,0.079208369,0.10510664479080999,-46.1961,-3.600627178,1.718533615,-0.6941,-0.697,0.3234,0,-42.21323529,,-3.600627178,-13.45546875,-217.0966387,-217.0966387,,0.0164,-0.9259,-0.6941,-0.697,0.3234,1.641,2.6639999999999997,1.6412,0.1928,659955961.6,522630961.6,0,539.1797,-12.7728,0,5.9332,6.5564,426.9861,0,-10.115,-10.0686,-0.1118,-0.0787,0.1175,0.0683,2.0494,7.6579999999999995,-46.1961,0.7496,0,0,16.9257,38.9085,0.0553,0,0.1944,-0.1538,4.9085,0,-1.0221,-0.5024,0.1012,134392000,198354000,66788000,168445000,541500,23903500,0,0,8064.8897,0,2.2604,0,0,-0.5641,-0.0032,2.3719,-0.0865,-0.0689,-0.1558,-1.8017,-1.8017,0.4515,0.4515,0,-0.1283,-0.1165,0,-0.6434,-0.702,0,0,0,0,0,0,,-0.1236,0.2423,0,0,0,-1,0,0.6459999999999999,0.8397,-0.0085,0.1354,0.0965,Healthcare,12.65970030257285,1
PDLI,581225000,0.2739,0,581225000,0,34914000,34914000,546311000,39211000,501272000,179028000,0,0,322244000,0,322244000,2.04,1.86,160654082,158224000,0.6,1,0.93,0.9299,0.5539999999999999,0.5395,540483000,540483000,322244000,0.8624,0.5544,291377000,59907000,351284000,300000,0,355897000,62000,0,305615000,34174000,606453000,962350000,318000,175496000,187983000,276228000,451724000,0,3293000,0,313930000,501913000,2949000,575740000,460437000,365522000,100440000,4313000,12169000,0,1501000,292281000,21311000,0,-159420000,-138109000,158984000,11427000,-96557000,42903000,0,197075000,313592000,-0.0811,2.6972,2.6972,2.1311,3.7794,3.8901,4.2378,3.2896274585074003,2.9837502116408996,1.654257135,0.10042375615513999,2.829137278,2.08822402,0.9299032216439399,0.927451927,0.642852583,1,1,0.9399303195836399,0.554422126,0.357147417,1.9184,0.6999,0.5704,0.642852583,0.927451927,0.9299032216439399,387.0248,0,9374.596774,0.603964254,1.893,1.870296782,1.550017821,0,0.1884,,0.1997,,0.4694,0.9811,0.37497098409725005,0.49522397910017996,13.784,0.647034472,2.090079642,1.8473,1.982,1.8415,0.294,0.502870661,1.072912711,0.647034472,1.6654567625473002,,3.8843393668766004,0.299639404,3.6734,2.0366,1.8473,1.982,1.8415,2.91,6.082000000000001,2.91,2.855,1238642972,1339082972,3.7794,2.1311,4.2378,3.8901,2.6972,2.6972,2.3039,2.4776,4.5815,4.2701,0.2646,0.2532,0.9811,0.4694,0.1858,1.893,13.784,0.907,0.0778,0.294,0.0601,0,0,0,-0.0367,0,0.0026,11.4555,0.5704,1.9184,-0.1179,167914000,962350000,-146016000,934714000,300000,302500,0,0.1884,0.1997,0,1937.4167,387.0248,0,0.6999,0.1347,0.2739,0.2665,0.2809,0.2182,0.0794,0.1205,0.1314,0.0864,0,0.0835,10.0307,0.1377,0.0663,0.1232,0,0.0336,0.1497,0,0.051,0.1257,-0.0393,0,0,0,-0.2581,0,0,0,0.7692,2.5837,0.1428,0,0.1734,Healthcare,-48.39721774,0
DVAX,11032000,-0.0195,0,11032000,84580000,17377000,102343000,-91311000,35000,-90722000,0,0,0,-90722000,0,-90722000,-3.45,-3.45,26293378,26289000,0,1,-8.093,-8.2204,-8.224,-6.8351,-89283000,-90687000,-90722000,-8.2235,-8.2235,50143000,73141000,123284000,727000,0,127437000,7924000,2277000,0,0,10853000,138290000,1159000,0,20279000,9559000,9559000,12765000,0,0,17529000,37808000,-1669000,-592933000,100482000,73141000,-113725000,3426000,19120000,1404000,6089000,-73738000,-1667000,0,92264000,90597000,9559000,293000,0,9901000,-371000,26389000,-75405000,0.2565,4.4116,4.5139,40.1837,0,0,-6.0119,,,40.176988759970996,0,,4.4110640711769005,-8.220358956,,,1,1,-8.276921682,-8.223531545,,-0.7883,-0.9029,0,,,-8.220358956,1.4882,0,1.3922261484098997,0.079774387,6.284,6.1152423689530995,2.4726564426253996,0,24.0532,,38.3462,,0.0691,0.0951,0.086867622,0.086867622,-2591.0571,-7.713986819,1.3762663959713999,-2.8049,-2.868,1.9074,0,-6.684010152,,-7.713986819,,-44.23395321,-44.23395321,,0.4196,-3.4509,-2.8049,-2.868,1.9074,3.822,5.1739999999999995,3.8222,0.3636,443306353.1,329581353.1,0,40.1837,-6.0119,0,4.4116,4.5139,29.875,0,-4.4696,-4.3708,-0.2046,-0.1701,0.0951,0.0691,1.2738,6.284,-2591.0571,0.8128,0,0,1.5751,7.6668,0.0165,0,0.1511,-1.1873,0.5519,0,0,-0.7883,0.2022,107158000,136013000,89629000,75150000,1177000,1530000,0,24.0532,38.3462,0,9.373,1.4882,0,-0.9029,-0.0634,-0.0195,-0.3592,-0.3733,-0.2066,0.0992,0.0992,0.3394,0.3394,0,-0.2568,-0.2505,-0.2452,-0.4696,-0.3761,0,0,0,0,0,0,-0.1813,0.1932,-0.2177,0,0,0,-0.5532,0,-0.3242,-0.5973,0,0.6627,-0.3302,Healthcare,38.770821706832734,1
PKI,2069880000,-0.0407,1135282000,934598000,108057000,648209000,769591000,165007000,41139000,164384000,6606000,0,-27639000,157778000,0,157778000,1.4,1.39,112962552,112962552,0.28,0.4515,0.153,0.0993,0.076,0.1242,315988000,205523000,157778000,0.0794,0.0762,174821000,0,174821000,470563000,285457000,1068551000,176194000,2774342000,1568000,0,3059025000,4127576000,173953000,1075000,597310000,1045393000,1046468000,0,0,0,1488164000,2085474000,24800000,1810545000,2042102000,1568000,871647000,137710000,422282000,110465000,14057000,281597000,-24621000,-271477000,0,-295897000,104480000,-41074000,-31620000,30931000,-15052000,1579000,256976000,-0.1756,2.4301,0,2.3975,31.3786,19.3109,17.6225,17.25926526,30.80377061,2.3480382044002996,0.006505962,19.24241211,2.3799777476952997,0.09929223,0.799832622,0.959813607,0.451522794,1,0.079718148,0.076225675,0.040186393,0.2437,0.0773,0.0307,0.959813607,0.799832622,0.09929223,2.5881,7.5776,11.747732612915001,0.501475927,1.7890000000000001,1.080484171,0.29268051765415004,-91.7761,82.9785,,30.6747,,0.2535,0.5124,0.33858937423380003,0.33881958317280003,4.9958,0.269092796,2.0212389,2.4928,2.275,1.5476,0.2,0.136045085,0.91256654,0.269092796,261.95069767442004,11.437268998010001,5.006970004089499,0.200408168,18.3236,1.3967,2.4928,2.275,1.5476,18.078,11.979000000000001,18.0777,9.2638,4962444909,5834091909,31.3786,2.3975,17.6225,19.3109,2.4301,0,2.8186,18.463,20.7179,22.7029,0.0319,0.0518,0.5124,0.2535,2.7585,1.7890000000000001,4.9958,1.7848,0.0064,0.2,0.3132,0.0522,0.6721,0.0874,0.0119,-0.2229,0.0068,23.8633,0.0307,0.2437,-0.2049,471241000,1353234000,-1016923000,1627571000,468656000,170417000,273157500,82.9785,30.6747,-91.7761,4.4166,2.5881,7.5776,0.0773,-0.218,-0.0426,-0.0469,-0.2756,-0.0564,-0.0604,-0.0544,0.0051,,0,0.7756,0.4957,0.0509,0.0665,0.026000000000000002,0.0475,0.1437,0.0782,0.0642,0.1472,1.7427,0.0472,0.0532,0.0353,0,0,0,0.0082,0.0943,0.0458,0.0187,0.1195,-0.1839,0.114,Healthcare,22.205430465383163,1
